Year,StateAbbr,StateDesc,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text,Geolocation,Counties,id
2021,AR,Arkansas,Garland,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,32.7,,,28.7,37.1,100330,5051,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-93.1469323 34.5788522),16,5
2021,CA,California,Contra Costa,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,5.6,,,5.1,6.2,1161413,6013,HLTHOUT,CANCER,AgeAdjPrv,Cancer (except skin),POINT (-121.9515431 37.919479),1185,6
2021,AK,Alaska,Hoonah-Angoon,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.2,,,5.6,6.8,2332,2105,HLTHOUT,CANCER,AgeAdjPrv,Cancer (except skin),POINT (-135.884909 58.403336),109,2
2021,AL,Alabama,Geneva,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,34.9,,,29.9,39.8,26701,1061,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-85.8210224 31.0923822),1547,1
2021,CA,California,Trinity,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.3,,,5.6,7,16060,6105,HLTHOUT,CANCER,AgeAdjPrv,Cancer (except skin),POINT (-123.114666 40.6478582),1390,6
2021,AR,Arkansas,Fulton,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,11.7,,,10,13.6,12145,5049,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-91.8192849 36.3813225),1021,5
2021,CA,California,Kern,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,36.6,,,30.5,43,917673,6029,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-118.7295064 35.3466288),1192,6
2021,AZ,Arizona,Greenlee,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Age-adjusted prevalence,2.7,,,2.4,3,9404,4011,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-109.2423231 33.2388723),988,4
2021,AL,Alabama,Madison,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Age-adjusted prevalence,2.7,,,2.4,3.1,395211,1089,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-86.5510802 34.7642377),1588,1
2021,AL,Alabama,Clay,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Age-adjusted prevalence,3.4,,,3,3.9,14190,1027,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-85.8635254 33.2703999),1496,1
2021,AR,Arkansas,Hot Spring,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Age-adjusted prevalence,3.3,,,2.9,3.7,33148,5059,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-92.9441474 34.3151767),17,5
2021,AR,Arkansas,Greene,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,10.9,,,9.3,12.6,46317,5055,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-90.5663459 36.1206072),1023,5
2021,AR,Arkansas,Lonoke,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,32.4,,,28.2,36.9,74722,5085,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-91.894132 34.7551137),1034,5
2021,AR,Arkansas,Lee,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,46.9,,,38,55.2,8619,5077,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-90.7797172 34.7795048),1032,5
2021,AR,Arkansas,Newton,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,32.2,,,27.6,37.3,7204,5101,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-93.2158984 35.9107423),991,5
2021,AL,Alabama,Randolph,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,12,,,10.3,14,21989,1111,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-85.4640637 33.2964614),104,1
2021,AL,Alabama,Clarke,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Age-adjusted prevalence,4,,,3.5,4.4,22760,1025,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-87.8186244 31.6855211),1495,1
2021,CA,California,Tulare,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Age-adjusted prevalence,3.3,,,3,3.7,477054,6107,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-118.7810551 36.2288339),81,6
2021,AK,Alaska,Kusilvak,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Age-adjusted prevalence,6.5,,,5.8,7.3,8360,2158,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-163.1901714 62.2835878),2,2
2021,AR,Arkansas,Hempstead,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,44.8,,,36.8,53.1,19694,5057,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-93.6643553 33.735953),1024,5
2021,AZ,Arizona,Yavapai,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Age-adjusted prevalence,2.8,,,2.4,3.2,242253,4025,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-112.5772247 34.631071),944,4
2021,CA,California,San Mateo,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,8.8,,,7.5,10.4,737888,6081,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-122.3715457 37.4146725),1333,6
2021,AK,Alaska,Sitka,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,27.2,,,23.1,31.4,8407,2220,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-135.3673965 57.1932044),118,2
2021,AK,Alaska,Yakutat,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,10,,,8.6,11.7,704,2282,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-140.416942 60.0174528),984,2
2021,AL,Alabama,Perry,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,34.3,,,29.5,39.6,8355,1105,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-87.2938269 32.6390053),1631,1
2021,AL,Alabama,Clay,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,33.4,,,28.6,38.5,14190,1027,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-85.8635254 33.2703999),1496,1
2021,AK,Alaska,Sitka,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.2,,,5.6,6.8,8407,2220,HLTHOUT,CANCER,AgeAdjPrv,Cancer (except skin),POINT (-135.3673965 57.1932044),118,2
2021,CA,California,Nevada,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.4,,,5.8,7.1,103487,6057,HLTHOUT,CANCER,AgeAdjPrv,Cancer (except skin),POINT (-120.7713429 39.2975082),1173,6
2021,AR,Arkansas,Stone,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.4,,,5.7,7.1,12481,5137,HLTHOUT,CANCER,AgeAdjPrv,Cancer (except skin),POINT (-92.1404819 35.8570011),1004,5
2021,AL,Alabama,Cleburne,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Age-adjusted prevalence,3.2,,,2.8,3.6,15103,1029,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-85.5161261 33.6719637),1497,1
2021,AK,Alaska,Kusilvak,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,30,,,25.7,35.1,8360,2158,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-163.1901714 62.2835878),2,2
2021,AR,Arkansas,Ashley,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,13.3,,,11.4,15.3,18674,5003,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-91.7722672 33.1908354),947,5
2021,AZ,Arizona,Pinal,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.1,,,5.5,6.7,449557,4021,HLTHOUT,CANCER,AgeAdjPrv,Cancer (except skin),POINT (-111.3663396 32.9185209),943,4
2021,AL,Alabama,Covington,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Age-adjusted prevalence,3.4,,,3,3.8,37524,1039,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-86.4487206 31.2439873),1539,1
2021,CA,California,Butte,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,31.2,,,26.5,36.2,208309,6007,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-121.6032086 39.6653362),1183,6
2021,AR,Arkansas,Conway,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,11.8,,,10,13.7,20873,5029,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-92.6892479 35.265702),956,5
2021,AL,Alabama,Geneva,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Age-adjusted prevalence,3.6,,,3.1,4,26701,1061,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-85.8210224 31.0923822),1547,1
2021,AL,Alabama,Pickens,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,32.8,,,28.1,37.9,18801,1107,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-88.0968644 33.2968003),1632,1
2021,AL,Alabama,Wilcox,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,32.8,,,28,38,10446,1131,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-87.3049349 31.9900824),106,1
2021,AR,Arkansas,Polk,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Age-adjusted prevalence,3.3,,,2.9,3.8,19353,5113,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-94.2308841 34.4909149),995,5
2021,AK,Alaska,Kenai Peninsula,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Age-adjusted prevalence,2.8,,,2.5,3.1,59767,2122,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-152.0526403 60.360766),110,2
2021,AZ,Arizona,Mohave,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,35.7,,,30.5,41,217692,4015,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-113.7496891 35.717705),8,4
2021,AR,Arkansas,Fulton,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.5,,,5.8,7.2,12145,5049,HLTHOUT,CANCER,AgeAdjPrv,Cancer (except skin),POINT (-91.8192849 36.3813225),1021,5
2021,AL,Alabama,Macon,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,47.9,,,39.5,56.6,18895,1087,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-85.692887 32.3870267),101,1
2021,AR,Arkansas,Pope,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Age-adjusted prevalence,3.2,,,2.8,3.6,63789,5115,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-93.0268181 35.456557),996,5
2021,AL,Alabama,St. Clair,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,33.7,,,29.2,38.3,92748,1115,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-86.3113273 33.7194907),1635,1
2021,AL,Alabama,Baldwin,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Age-adjusted prevalence,2.7,,,2.4,3.1,239294,1003,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-87.7460666 30.6592183),91,1
2021,AR,Arkansas,Clay,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,39.1,,,31.7,47.3,14350,5021,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-90.4187041 36.3673021),955,5
2021,CA,California,Fresno,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,32.1,,,27.9,36.6,1013581,6019,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-119.6550193 36.7610058),1188,6
2021,AL,Alabama,Franklin,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.2,,,5.6,6.9,32013,1059,HLTHOUT,CANCER,AgeAdjPrv,Cancer (except skin),POINT (-87.8428144 34.4419892),99,1
2021,AL,Alabama,Montgomery,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,14.5,,,12.6,16.8,227434,1101,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-86.2044615 32.2028812),1593,1
2021,CA,California,Solano,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,29.9,,,25.4,34.4,451716,6095,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-121.939594 38.2672255),1338,6
2021,AL,Alabama,Houston,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Age-adjusted prevalence,3.4,,,3,3.8,107458,1069,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-85.2964111 31.1581831),1551,1
2021,CA,California,Lake,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,31,,,26.4,35.9,68766,6033,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-122.7467569 39.0948019),1193,6
2021,AL,Alabama,Madison,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,31.8,,,27.8,35.8,395211,1089,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-86.5510802 34.7642377),1588,1
2021,AL,Alabama,Henry,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.2,,,5.6,6.9,17459,1067,HLTHOUT,CANCER,AgeAdjPrv,Cancer (except skin),POINT (-85.2399712 31.5169779),1550,1
2021,AL,Alabama,Conecuh,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Age-adjusted prevalence,4,,,3.6,4.4,11328,1035,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-86.9887221 31.4309257),1499,1
2021,AR,Arkansas,Searcy,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,39,,,30.7,47.8,7880,5129,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-92.6958884 35.8963868),25,5
2021,AL,Alabama,Lauderdale,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,38,,,30.4,46,94043,1077,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-87.6509966 34.9041221),1584,1
2021,AR,Arkansas,Scott,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.3,,,5.6,6.9,9822,5127,HLTHOUT,CANCER,AgeAdjPrv,Cancer (except skin),POINT (-94.0636413 34.8588693),1001,5
2021,CA,California,Orange,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,31.6,,,28.1,35.4,3167809,6059,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-117.7772068 33.6756872),1174,6
2021,AR,Arkansas,Ashley,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.1,,,5.5,6.8,18674,5003,HLTHOUT,CANCER,AgeAdjPrv,Cancer (except skin),POINT (-91.7722672 33.1908354),947,5
2021,AR,Arkansas,Perry,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.4,,,5.7,7.1,9964,5105,HLTHOUT,CANCER,AgeAdjPrv,Cancer (except skin),POINT (-92.9268773 34.9463629),993,5
2021,AL,Alabama,Colbert,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.3,,,5.7,7,57474,1033,HLTHOUT,CANCER,AgeAdjPrv,Cancer (except skin),POINT (-87.8014569 34.703112),1498,1
2021,AK,Alaska,Bethel,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6,,,5.4,6.6,18557,2050,HLTHOUT,CANCER,AgeAdjPrv,Cancer (except skin),POINT (-160.1526246 60.9291413),108,2
2021,AR,Arkansas,Pulaski,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,39,,,34.7,43.6,397821,5119,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-92.312996 34.7703106),998,5
2021,AL,Alabama,Elmore,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,31.4,,,27,36,89304,1051,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-86.1427347 32.597229),1544,1
2021,AZ,Arizona,Maricopa,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.2,,,5.7,6.8,4496588,4013,HLTHOUT,CANCER,AgeAdjPrv,Cancer (except skin),POINT (-112.4989296 33.3451756),989,4
2021,CA,California,San Luis Obispo,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,29.4,,,24.9,33.8,283159,6079,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-120.4488974 35.3881891),1332,6
2021,AR,Arkansas,Franklin,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,39.9,,,31.6,48.4,17173,5047,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-93.8876647 35.5085579),1020,5
2021,AL,Alabama,Barbour,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,33.5,,,28.8,38.6,24964,1005,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-85.4051035 31.8702531),1488,1
2021,AL,Alabama,Chambers,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6,,,5.4,6.7,34541,1017,HLTHOUT,CANCER,AgeAdjPrv,Cancer (except skin),POINT (-85.3940321 32.9155039),1492,1
2021,AR,Arkansas,Woodruff,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,33.2,,,28.3,38.1,6116,5147,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-91.2445353 35.1927768),71,5
2021,AL,Alabama,Colbert,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,33,,,28.1,38.2,57474,1033,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-87.8014569 34.703112),1498,1
2021,CA,California,Mendocino,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,10,,,8.5,11.6,91305,6045,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-123.4428811 39.4323876),1168,6
2021,AL,Alabama,Walker,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.5,,,5.8,7.2,64818,1127,HLTHOUT,CANCER,AgeAdjPrv,Cancer (except skin),POINT (-87.3010936 33.7915581),1640,1
2021,AL,Alabama,Sumter,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,33.1,,,28.4,38.2,12164,1119,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-88.2000571 32.5974811),105,1
2021,CA,California,Lassen,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Age-adjusted prevalence,3.2,,,2.9,3.6,33159,6035,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-120.6212225 40.7152866),1194,6
2021,CA,California,Humboldt,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,10.1,,,8.6,11.8,136310,6023,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-123.9261757 40.7066554),1189,6
2021,AL,Alabama,Chilton,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,33.8,,,29.2,38.7,45274,1021,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-86.7266071 32.8540514),94,1
2021,AL,Alabama,Sumter,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,18.2,,,15.8,20.8,12164,1119,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-88.2000571 32.5974811),105,1
2021,AK,Alaska,Juneau,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,27.9,,,24.2,31.5,31973,2110,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-134.1784454 58.3729099),1675,2
2021,CA,California,Sierra,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.3,,,5.6,7,3283,6091,HLTHOUT,CANCER,AgeAdjPrv,Cancer (except skin),POINT (-120.5219926 39.5769252),1336,6
2021,CA,California,Del Norte,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.1,,,5.5,6.8,28100,6015,HLTHOUT,CANCER,AgeAdjPrv,Cancer (except skin),POINT (-123.9809983 41.7499033),1186,6
2021,CA,California,San Diego,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Age-adjusted prevalence,2.5,,,2.3,2.9,3286069,6073,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-116.7761174 33.0236041),1179,6
2021,CA,California,Fresno,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,12.6,,,10.8,14.4,1013581,6019,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-119.6550193 36.7610058),1188,6
2021,CA,California,Madera,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,12.5,,,10.6,14.3,159410,6039,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-119.7498023 37.2098213),1196,6
2021,AZ,Arizona,Yuma,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,31.2,,,27.4,35.1,206990,4027,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-113.910905 32.7739424),945,4
2021,AR,Arkansas,Sebastian,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,32.2,,,28.4,36.2,128400,5131,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-94.2749889 35.1969808),1002,5
